Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
detachment_threshold↑10% + Km_production↓30%,2,0,920,0.0,"detachment_threshold, Km_production","10%, 30%",4000
detachment_threshold↑20% + Km_production↓10%,2,0,840,0.0,"detachment_threshold, Km_production","20%, 10%",4000
detachment_threshold↑20% + Km_production↓20%,2,0,1040,0.0,"detachment_threshold, Km_production","20%, 20%",4000
detachment_threshold↑20% + Km_production↓30%,2,0,1240,0.0,"detachment_threshold, Km_production","20%, 30%",4000
detachment_threshold↑30% + Km_production↓10%,2,0,1160,0.0,"detachment_threshold, Km_production","30%, 10%",4000
detachment_threshold↑30% + Km_production↓20%,2,0,1360,0.0,"detachment_threshold, Km_production","30%, 20%",4000
detachment_threshold↑30% + Km_production↓30%,2,0,1560,0.0,"detachment_threshold, Km_production","30%, 30%",4000
detachment_threshold↑10% + Km_trust_economy↓10%,2,0,500,0.0,"detachment_threshold, Km_trust_economy","10%, 10%",4000
detachment_threshold↑10% + Km_trust_economy↓20%,2,0,680,0.0,"detachment_threshold, Km_trust_economy","10%, 20%",4000
detachment_threshold↑10% + Km_trust_economy↓30%,2,0,860,0.0,"detachment_threshold, Km_trust_economy","10%, 30%",4000
detachment_threshold↑20% + Km_trust_economy↓10%,2,0,820,0.0,"detachment_threshold, Km_trust_economy","20%, 10%",4000
detachment_threshold↑20% + Km_trust_economy↓20%,2,0,1000,0.0,"detachment_threshold, Km_trust_economy","20%, 20%",4000
detachment_threshold↑20% + Km_trust_economy↓30%,2,0,1180,0.0,"detachment_threshold, Km_trust_economy","20%, 30%",4000
detachment_threshold↑30% + Km_trust_economy↓10%,2,0,1140,0.0,"detachment_threshold, Km_trust_economy","30%, 10%",4000
detachment_threshold↑30% + Km_trust_economy↓20%,2,0,1320,0.0,"detachment_threshold, Km_trust_economy","30%, 20%",4000
detachment_threshold↑30% + Km_trust_economy↓30%,2,0,1500,0.0,"detachment_threshold, Km_trust_economy","30%, 30%",4000
k_resource_depletion↓10% + k_economic_decay↓10%,2,0,470,0.0,"k_resource_depletion, k_economic_decay","10%, 10%",4000
k_resource_depletion↓10% + k_economic_decay↓20%,2,0,690,0.0,"k_resource_depletion, k_economic_decay","10%, 20%",4000
k_resource_depletion↓10% + k_economic_decay↓30%,2,0,910,0.0,"k_resource_depletion, k_economic_decay","10%, 30%",4000
k_resource_depletion↓20% + k_economic_decay↓10%,2,0,720,0.0,"k_resource_depletion, k_economic_decay","20%, 10%",4000
k_resource_depletion↓20% + k_economic_decay↓20%,2,0,940,0.0,"k_resource_depletion, k_economic_decay","20%, 20%",4000
k_resource_depletion↓20% + k_economic_decay↓30%,2,0,1160,0.0,"k_resource_depletion, k_economic_decay","20%, 30%",4000
k_resource_depletion↓30% + k_economic_decay↓10%,2,0,970,0.0,"k_resource_depletion, k_economic_decay","30%, 10%",4000
k_resource_depletion↓30% + k_economic_decay↓20%,2,0,1190,0.0,"k_resource_depletion, k_economic_decay","30%, 20%",4000
k_resource_depletion↓30% + k_economic_decay↓30%,2,0,1410,0.0,"k_resource_depletion, k_economic_decay","30%, 30%",4000
k_resource_depletion↓10% + Km_production↓10%,2,0,450,0.0,"k_resource_depletion, Km_production","10%, 10%",4000
k_resource_depletion↓10% + Km_production↓20%,2,0,650,0.0,"k_resource_depletion, Km_production","10%, 20%",4000
k_resource_depletion↓10% + Km_production↓30%,2,0,850,0.0,"k_resource_depletion, Km_production","10%, 30%",4000
k_resource_depletion↓20% + Km_production↓10%,2,0,700,0.0,"k_resource_depletion, Km_production","20%, 10%",4000
k_resource_depletion↓20% + Km_production↓20%,2,0,900,0.0,"k_resource_depletion, Km_production","20%, 20%",4000
k_resource_depletion↓20% + Km_production↓30%,2,0,1100,0.0,"k_resource_depletion, Km_production","20%, 30%",4000
k_resource_depletion↓30% + Km_production↓10%,2,0,950,0.0,"k_resource_depletion, Km_production","30%, 10%",4000
k_resource_depletion↓30% + Km_production↓20%,2,0,1150,0.0,"k_resource_depletion, Km_production","30%, 20%",4000
k_resource_depletion↓30% + Km_production↓30%,2,0,1350,0.0,"k_resource_depletion, Km_production","30%, 30%",4000
k_resource_depletion↓10% + Km_trust_economy↓10%,2,0,430,0.0,"k_resource_depletion, Km_trust_economy","10%, 10%",4000
k_resource_depletion↓10% + Km_trust_economy↓20%,2,0,610,0.0,"k_resource_depletion, Km_trust_economy","10%, 20%",4000
k_resource_depletion↓10% + Km_trust_economy↓30%,2,0,790,0.0,"k_resource_depletion, Km_trust_economy","10%, 30%",4000
k_resource_depletion↓20% + Km_trust_economy↓10%,2,0,680,0.0,"k_resource_depletion, Km_trust_economy","20%, 10%",4000
k_resource_depletion↓20% + Km_trust_economy↓20%,2,0,860,0.0,"k_resource_depletion, Km_trust_economy","20%, 20%",4000
k_resource_depletion↓20% + Km_trust_economy↓30%,2,0,1040,0.0,"k_resource_depletion, Km_trust_economy","20%, 30%",4000
k_resource_depletion↓30% + Km_trust_economy↓10%,2,0,930,0.0,"k_resource_depletion, Km_trust_economy","30%, 10%",4000
k_resource_depletion↓30% + Km_trust_economy↓20%,2,0,1110,0.0,"k_resource_depletion, Km_trust_economy","30%, 20%",4000
k_resource_depletion↓30% + Km_trust_economy↓30%,2,0,1290,0.0,"k_resource_depletion, Km_trust_economy","30%, 30%",4000
k_economic_decay↓10% + Km_production↓10%,2,0,420,0.0,"k_economic_decay, Km_production","10%, 10%",4000
k_economic_decay↓10% + Km_production↓20%,2,0,620,0.0,"k_economic_decay, Km_production","10%, 20%",4000
k_economic_decay↓10% + Km_production↓30%,2,0,820,0.0,"k_economic_decay, Km_production","10%, 30%",4000
k_economic_decay↓20% + Km_production↓10%,2,0,640,0.0,"k_economic_decay, Km_production","20%, 10%",4000
k_economic_decay↓20% + Km_production↓20%,2,0,840,0.0,"k_economic_decay, Km_production","20%, 20%",4000
k_economic_decay↓20% + Km_production↓30%,2,0,1040,0.0,"k_economic_decay, Km_production","20%, 30%",4000
k_economic_decay↓30% + Km_production↓10%,2,0,860,0.0,"k_economic_decay, Km_production","30%, 10%",4000
k_economic_decay↓30% + Km_production↓20%,2,0,1060,0.0,"k_economic_decay, Km_production","30%, 20%",4000
k_economic_decay↓30% + Km_production↓30%,2,0,1260,0.0,"k_economic_decay, Km_production","30%, 30%",4000
k_economic_decay↓10% + Km_trust_economy↓10%,2,0,400,0.0,"k_economic_decay, Km_trust_economy","10%, 10%",4000
k_economic_decay↓10% + Km_trust_economy↓20%,2,0,580,0.0,"k_economic_decay, Km_trust_economy","10%, 20%",4000
k_economic_decay↓10% + Km_trust_economy↓30%,2,0,760,0.0,"k_economic_decay, Km_trust_economy","10%, 30%",4000
k_economic_decay↓20% + Km_trust_economy↓10%,2,0,620,0.0,"k_economic_decay, Km_trust_economy","20%, 10%",4000
k_economic_decay↓20% + Km_trust_economy↓20%,2,0,800,0.0,"k_economic_decay, Km_trust_economy","20%, 20%",4000
k_economic_decay↓20% + Km_trust_economy↓30%,2,0,980,0.0,"k_economic_decay, Km_trust_economy","20%, 30%",4000
k_economic_decay↓30% + Km_trust_economy↓10%,2,0,840,0.0,"k_economic_decay, Km_trust_economy","30%, 10%",4000
k_economic_decay↓30% + Km_trust_economy↓20%,2,0,1020,0.0,"k_economic_decay, Km_trust_economy","30%, 20%",4000
k_economic_decay↓30% + Km_trust_economy↓30%,2,0,1200,0.0,"k_economic_decay, Km_trust_economy","30%, 30%",4000
Km_production↓10% + Km_trust_economy↓10%,2,0,380,0.0,"Km_production, Km_trust_economy","10%, 10%",4000
Km_production↓10% + Km_trust_economy↓20%,2,0,560,0.0,"Km_production, Km_trust_economy","10%, 20%",4000
Km_production↓10% + Km_trust_economy↓30%,2,0,740,0.0,"Km_production, Km_trust_economy","10%, 30%",4000
Km_production↓20% + Km_trust_economy↓10%,2,0,580,0.0,"Km_production, Km_trust_economy","20%, 10%",4000
Km_production↓20% + Km_trust_economy↓20%,2,0,760,0.0,"Km_production, Km_trust_economy","20%, 20%",4000
Km_production↓20% + Km_trust_economy↓30%,2,0,940,0.0,"Km_production, Km_trust_economy","20%, 30%",4000
Km_production↓30% + Km_trust_economy↓10%,2,0,780,0.0,"Km_production, Km_trust_economy","30%, 10%",4000
Km_production↓30% + Km_trust_economy↓20%,2,0,960,0.0,"Km_production, Km_trust_economy","30%, 20%",4000
Km_production↓30% + Km_trust_economy↓30%,2,0,1140,0.0,"Km_production, Km_trust_economy","30%, 30%",4000
Vmax_production↑20% + k_economic_decay↓10% + detachment_threshold↑10%,3,0,3540,0.0,"Vmax_production, k_economic_decay, detachment_threshold","20%, 10%, 10%",4000
k_economic_decay↓30% + detachment_threshold↑20% + k_violence_weak↓20%,3,0,2700,0.0,"k_economic_decay, detachment_threshold, k_violence_weak","30%, 20%, 20%",4000
Vmax_trust↑10% + Vmax_production↑10% + k_violence_detached_weak↓10%,3,0,3250,0.0,"Vmax_trust, Vmax_production, k_violence_detached_weak","10%, 10%, 10%",4000
detachment_threshold↑20% + k_recovery↑30% + k_degradation↓10%,3,0,3890,0.0,"detachment_threshold, k_recovery, k_degradation","20%, 30%, 10%",4000
k_resource_depletion↓20% + Vmax_trust↑10% + k_detachment_base↓10%,3,0,2150,0.0,"k_resource_depletion, Vmax_trust, k_detachment_base","20%, 10%, 10%",4000
T_threshold_weak_strong↓10% + R_amplitude↑20% + E_threshold↓20%,3,0,3400,0.0,"T_threshold_weak_strong, R_amplitude, E_threshold","10%, 20%, 20%",4000
T_threshold_weak_strong↓20% + k_trust_destruction↓10% + k_economic_decay↓20%,3,0,1540,0.0,"T_threshold_weak_strong, k_trust_destruction, k_economic_decay","20%, 10%, 20%",4000
E_threshold↓10% + k_economic_decay↓30% + T_threshold_weak_strong↓30%,3,0,1910,0.0,"E_threshold, k_economic_decay, T_threshold_weak_strong","10%, 30%, 30%",4000
k_violence_decay↑20% + k_violence_weak↓20% + k_trust_decay↓30%,3,0,3550,0.0,"k_violence_decay, k_violence_weak, k_trust_decay","20%, 20%, 30%",4000
Km_production↓20% + k_violence_decay↑30% + k_detachment_base↓30%,3,0,3550,0.0,"Km_production, k_violence_decay, k_detachment_base","20%, 30%, 30%",4000
Vmax_production↑10% + k_violence_weak↓20%,2,0,2900,0.0,"Vmax_production, k_violence_weak","10%, 20%",4000
Vmax_production↑10% + k_violence_weak↓30%,2,0,3600,0.0,"Vmax_production, k_violence_weak","10%, 30%",4000
Vmax_production↑20% + k_violence_weak↓10%,2,0,3700,0.0,"Vmax_production, k_violence_weak","20%, 10%",4000
Vmax_production↑10% + k_violence_detached_weak↓10%,2,0,2250,0.0,"Vmax_production, k_violence_detached_weak","10%, 10%",4000
Vmax_production↑10% + k_violence_detached_weak↓20%,2,0,3000,0.0,"Vmax_production, k_violence_detached_weak","10%, 20%",4000
Vmax_production↑10% + k_violence_detached_weak↓30%,2,0,3750,0.0,"Vmax_production, k_violence_detached_weak","10%, 30%",4000
Vmax_production↑20% + k_violence_detached_weak↓10%,2,0,3750,0.0,"Vmax_production, k_violence_detached_weak","20%, 10%",4000
Vmax_production↑20% + Vmax_trust↑10%,2,0,4000,0.0,"Vmax_production, Vmax_trust","20%, 10%",4000
Vmax_production↑10% + k_violence_detached↓20%,2,0,3100,0.0,"Vmax_production, k_violence_detached","10%, 20%",4000
Vmax_production↑10% + k_violence_detached↓30%,2,0,3900,0.0,"Vmax_production, k_violence_detached","10%, 30%",4000
Vmax_production↑20% + k_violence_detached↓10%,2,0,3800,0.0,"Vmax_production, k_violence_detached","20%, 10%",4000
Vmax_production↑10% + k_detachment_base↓10%,2,0,2150,0.0,"Vmax_production, k_detachment_base","10%, 10%",4000
Vmax_production↑10% + k_detachment_base↓20%,2,0,2800,0.0,"Vmax_production, k_detachment_base","10%, 20%",4000
Vmax_production↑10% + k_detachment_base↓30%,2,0,3450,0.0,"Vmax_production, k_detachment_base","10%, 30%",4000
Vmax_production↑20% + k_detachment_base↓10%,2,0,3650,0.0,"Vmax_production, k_detachment_base","20%, 10%",4000
Vmax_production↑10% + k_trust_destruction↓10%,2,0,2000,0.0,"Vmax_production, k_trust_destruction","10%, 10%",4000
Vmax_production↑10% + k_trust_destruction↓20%,2,0,2500,0.0,"Vmax_production, k_trust_destruction","10%, 20%",4000
Vmax_production↑10% + k_trust_destruction↓30%,2,0,3000,0.0,"Vmax_production, k_trust_destruction","10%, 30%",4000
Vmax_production↑20% + k_trust_destruction↓10%,2,0,3500,0.0,"Vmax_production, k_trust_destruction","20%, 10%",4000
Vmax_production↑20% + k_trust_destruction↓20%,2,0,4000,0.0,"Vmax_production, k_trust_destruction","20%, 20%",4000
Vmax_production↑10% + k_trust_decay↓10%,2,0,1950,0.0,"Vmax_production, k_trust_decay","10%, 10%",4000
Vmax_production↑10% + k_trust_decay↓20%,2,0,2400,0.0,"Vmax_production, k_trust_decay","10%, 20%",4000
Vmax_production↑10% + k_trust_decay↓30%,2,0,2850,0.0,"Vmax_production, k_trust_decay","10%, 30%",4000
Vmax_production↑20% + k_trust_decay↓10%,2,0,3450,0.0,"Vmax_production, k_trust_decay","20%, 10%",4000
Vmax_production↑20% + k_trust_decay↓20%,2,0,3900,0.0,"Vmax_production, k_trust_decay","20%, 20%",4000
Vmax_production↑10% + k_degradation↓10%,2,0,2050,0.0,"Vmax_production, k_degradation","10%, 10%",4000
Vmax_production↑10% + k_degradation↓20%,2,0,2600,0.0,"Vmax_production, k_degradation","10%, 20%",4000
detachment_threshold↑20% + k_trust_destruction↓30% + Km_production↓30%,3,0,2740,0.0,"detachment_threshold, k_trust_destruction, Km_production","20%, 30%, 30%",4000
Vmax_production↑20% + k_degradation↓10%,2,0,3550,0.0,"Vmax_production, k_degradation","20%, 10%",4000
Vmax_production↑10% + k_violence_decay↑10%,2,0,1900,0.0,"Vmax_production, k_violence_decay","10%, 10%",4000
Vmax_production↑10% + k_violence_decay↑20%,2,0,2300,0.0,"Vmax_production, k_violence_decay","10%, 20%",4000
Vmax_production↑20% + k_recovery↑10%,2,0,3900,0.0,"Vmax_production, k_recovery","20%, 10%",4000
k_violence_detached↓10% + k_resource_depletion↓20% + detachment_threshold↑10%,3,0,1620,0.0,"k_violence_detached, k_resource_depletion, detachment_threshold","10%, 20%, 10%",4000
k_economic_decay↓20% + k_violence_weak↓20% + k_recovery↑10%,3,0,2740,0.0,"k_economic_decay, k_violence_weak, k_recovery","20%, 20%, 10%",4000
detachment_threshold↑10% + k_violence_decay↑10% + Km_trust_economy↓20%,3,0,1080,0.0,"detachment_threshold, k_violence_decay, Km_trust_economy","10%, 10%, 20%",4000
Km_production↓30% + k_trust_decay↓10% + detachment_threshold↑30%,3,0,2010,0.0,"Km_production, k_trust_decay, detachment_threshold","30%, 10%, 30%",4000
Km_trust_economy↓30% + E_threshold↓10% + Vmax_trust↑20%,3,0,2890,0.0,"Km_trust_economy, E_threshold, Vmax_trust","30%, 10%, 20%",4000
E_threshold↓20% + k_trust_decay↓10% + T_threshold_weak_strong↓20%,3,0,1750,0.0,"E_threshold, k_trust_decay, T_threshold_weak_strong","20%, 10%, 20%",4000
k_violence_detached↓20% + k_resource_depletion↓20% + k_violence_detached_weak↓20%,3,0,3600,0.0,"k_violence_detached, k_resource_depletion, k_violence_detached_weak","20%, 20%, 20%",4000
Vmax_production↑10% + k_recovery↑20%,2,0,3300,0.0,"Vmax_production, k_recovery","10%, 20%",4000
Km_production↓10% + k_trust_destruction↓20% + R_amplitude↑10%,3,0,2400,0.0,"Km_production, k_trust_destruction, R_amplitude","10%, 20%, 10%",4000
k_trust_decay↓30% + k_detachment_base↓10% + Vmax_production↑10%,3,0,3500,0.0,"k_trust_decay, k_detachment_base, Vmax_production","30%, 10%, 10%",4000
Km_trust_economy↓10% + k_violence_detached↓10% + k_resource_depletion↓20%,3,0,1480,0.0,"Km_trust_economy, k_violence_detached, k_resource_depletion","10%, 10%, 20%",4000
k_degradation↓20% + Km_trust_economy↓10% + k_trust_destruction↓30%,3,0,2780,0.0,"k_degradation, Km_trust_economy, k_trust_destruction","20%, 10%, 30%",4000
k_degradation↓10% + k_trust_destruction↓10% + R_amplitude↑20%,3,0,3450,0.0,"k_degradation, k_trust_destruction, R_amplitude","10%, 10%, 20%",4000
Km_production↓20% + k_economic_decay↓20% + E_threshold↓10%,3,0,1190,0.0,"Km_production, k_economic_decay, E_threshold","20%, 20%, 10%",4000
k_trust_decay↓30% + k_detachment_base↓10% + T_threshold_weak_strong↓10%,3,0,2300,0.0,"k_trust_decay, k_detachment_base, T_threshold_weak_strong","30%, 10%, 10%",4000
k_recovery↑10% + k_detachment_base↓10% + k_resource_depletion↓30%,3,0,2300,0.0,"k_recovery, k_detachment_base, k_resource_depletion","10%, 10%, 30%",4000
k_resource_depletion↓30% + k_trust_decay↓30% + k_recovery↑20%,3,0,3900,0.0,"k_resource_depletion, k_trust_decay, k_recovery","30%, 30%, 20%",4000
k_violence_weak↓10% + k_trust_decay↓20% + k_detachment_base↓10%,3,0,2250,0.0,"k_violence_weak, k_trust_decay, k_detachment_base","10%, 20%, 10%",4000
T_threshold_weak_strong↓30% + detachment_threshold↑30% + Vmax_production↑10%,3,0,3360,0.0,"T_threshold_weak_strong, detachment_threshold, Vmax_production","30%, 30%, 10%",4000
k_recovery↑10% + k_violence_detached↓30% + k_detachment_base↓10%,3,0,3950,0.0,"k_recovery, k_violence_detached, k_detachment_base","10%, 30%, 10%",4000
k_violence_decay↑20% + k_violence_weak↓10% + k_violence_detached↓20%,3,0,3100,0.0,"k_violence_decay, k_violence_weak, k_violence_detached","20%, 10%, 20%",4000
detachment_threshold↑10% + k_trust_destruction↓10% + E_threshold↓30%,3,0,1870,0.0,"detachment_threshold, k_trust_destruction, E_threshold","10%, 10%, 30%",4000
detachment_threshold↑20% + k_violence_weak↓20% + k_detachment_base↓20%,3,0,3340,0.0,"detachment_threshold, k_violence_weak, k_detachment_base","20%, 20%, 20%",4000
k_violence_weak↓20% + k_violence_decay↑20% + k_economic_decay↓30%,3,0,2860,0.0,"k_violence_weak, k_violence_decay, k_economic_decay","20%, 20%, 30%",4000
T_threshold_weak_strong↓20% + k_economic_decay↓10% + k_trust_destruction↓20%,3,0,1820,0.0,"T_threshold_weak_strong, k_economic_decay, k_trust_destruction","20%, 10%, 20%",4000
k_trust_decay↓30% + T_threshold_detached_weak↓10% + E_threshold↓20%,3,0,2430,0.0,"k_trust_decay, T_threshold_detached_weak, E_threshold","30%, 10%, 20%",4000
Km_production↓30% + Km_trust_economy↓30% + k_violence_decay↑30%,3,0,2340,0.0,"Km_production, Km_trust_economy, k_violence_decay","30%, 30%, 30%",4000
k_trust_destruction↓10% + Km_production↓20% + Vmax_trust↑30%,3,0,3900,0.0,"k_trust_destruction, Km_production, Vmax_trust","10%, 20%, 30%",4000
k_trust_decay↓20% + k_violence_detached_weak↓30% + k_trust_destruction↓10%,3,0,3650,0.0,"k_trust_decay, k_violence_detached_weak, k_trust_destruction","20%, 30%, 10%",4000
k_violence_decay↑30% + detachment_threshold↑30% + k_violence_weak↓20%,3,0,3560,0.0,"k_violence_decay, detachment_threshold, k_violence_weak","30%, 30%, 20%",4000
detachment_threshold↑30% + Vmax_trust↑10% + T_threshold_weak_strong↓10%,3,0,2260,0.0,"detachment_threshold, Vmax_trust, T_threshold_weak_strong","30%, 10%, 10%",4000
k_resource_depletion↓30% + Vmax_trust↑10% + k_violence_detached_weak↓30%,3,0,4000,0.0,"k_resource_depletion, Vmax_trust, k_violence_detached_weak","30%, 10%, 30%",4000
k_resource_depletion↓10% + Km_production↓10%,2,0,450,0.0,"k_resource_depletion, Km_production","10%, 10%",2000
Vmax_trust↑10% + k_degradation↓10%,2,0,1550,0.0,"Vmax_trust, k_degradation","10%, 10%",2000
k_economic_decay↓20% + Km_trust_economy↓30%,2,0,980,0.0,"k_economic_decay, Km_trust_economy","20%, 30%",2000
k_economic_decay↓30% + Km_production↓10%,2,0,860,0.0,"k_economic_decay, Km_production","30%, 10%",2000
R_amplitude↑10% + T_threshold_detached_weak↓20%,2,0,1960,0.0,"R_amplitude, T_threshold_detached_weak","10%, 20%",2000
E_threshold↓10% + k_violence_detached↓10% + k_resource_depletion↓20%,3,0,1650,0.0,"E_threshold, k_violence_detached, k_resource_depletion","10%, 10%, 20%",2000
Vmax_production↑10% + k_trust_destruction↓10%,2,0,2000,0.0,"Vmax_production, k_trust_destruction","10%, 10%",2000
Vmax_production↑10% + k_trust_decay↓10%,2,0,1950,0.0,"Vmax_production, k_trust_decay","10%, 10%",2000
Vmax_production↑10% + k_violence_decay↑10%,2,0,1900,0.0,"Vmax_production, k_violence_decay","10%, 10%",2000
Vmax_production↑10% + E_threshold↓10%,2,0,1850,0.0,"Vmax_production, E_threshold","10%, 10%",2000
R_amplitude↑10% + k_violence_decay↑10%,2,0,1600,0.0,"R_amplitude, k_violence_decay","10%, 10%",2000
R_amplitude↑10% + k_violence_decay↑20%,2,0,2000,0.0,"R_amplitude, k_violence_decay","10%, 20%",2000
R_amplitude↑10% + E_threshold↓10%,2,0,1550,0.0,"R_amplitude, E_threshold","10%, 10%",2000
R_amplitude↑10% + E_threshold↓20%,2,0,1900,0.0,"R_amplitude, E_threshold","10%, 20%",2000
R_amplitude↑10% + T_threshold_weak_strong↓10%,2,0,1500,0.0,"R_amplitude, T_threshold_weak_strong","10%, 10%",2000
R_amplitude↑10% + T_threshold_weak_strong↓20%,2,0,1800,0.0,"R_amplitude, T_threshold_weak_strong","10%, 20%",2000
R_amplitude↑10% + T_threshold_detached_weak↓10%,2,0,1580,0.0,"R_amplitude, T_threshold_detached_weak","10%, 10%",2000
Vmax_production↑10% + k_resource_depletion↓20%,2,0,2000,0.0,"Vmax_production, k_resource_depletion","10%, 20%",2000
Vmax_production↑20% + Vmax_trust↑30%,2,0,6000,0.0,"Vmax_production, Vmax_trust","20%, 30%",6000
Vmax_trust↑10% + T_threshold_detached_weak↓10%,2,0,1380,0.0,"Vmax_trust, T_threshold_detached_weak","10%, 10%",2000
Vmax_production↑10% + k_recovery↑10%,2,0,2400,0.0,"Vmax_production, k_recovery","10%, 10%",6000
Vmax_production↑10% + k_recovery↑20%,2,0,3300,0.0,"Vmax_production, k_recovery","10%, 20%",6000
R_amplitude↑10% + k_economic_decay↓30%,2,0,1860,0.0,"R_amplitude, k_economic_decay","10%, 30%",2000
Vmax_production↑20% + k_recovery↑10%,2,0,3900,0.0,"Vmax_production, k_recovery","20%, 10%",6000
R_amplitude↑10% + k_violence_weak↓10%,2,0,1900,0.0,"R_amplitude, k_violence_weak","10%, 10%",2000
R_amplitude↑10% + detachment_threshold↑10%,2,0,1520,0.0,"R_amplitude, detachment_threshold","10%, 10%",2000
R_amplitude↑10% + detachment_threshold↑20%,2,0,1840,0.0,"R_amplitude, detachment_threshold","10%, 20%",2000
R_amplitude↑10% + k_resource_depletion↓10%,2,0,1450,0.0,"R_amplitude, k_resource_depletion","10%, 10%",2000
R_amplitude↑10% + k_resource_depletion↓20%,2,0,1700,0.0,"R_amplitude, k_resource_depletion","10%, 20%",2000
R_amplitude↑10% + k_resource_depletion↓30%,2,0,1950,0.0,"R_amplitude, k_resource_depletion","10%, 30%",2000
R_amplitude↑10% + k_economic_decay↓10%,2,0,1420,0.0,"R_amplitude, k_economic_decay","10%, 10%",2000
R_amplitude↑10% + k_economic_decay↓20%,2,0,1640,0.0,"R_amplitude, k_economic_decay","10%, 20%",2000
R_amplitude↑10% + k_trust_decay↓10%,2,0,1650,0.0,"R_amplitude, k_trust_decay","10%, 10%",2000
R_amplitude↑10% + Km_production↓10%,2,0,1400,0.0,"R_amplitude, Km_production","10%, 10%",2000
R_amplitude↑10% + Km_production↓20%,2,0,1600,0.0,"R_amplitude, Km_production","10%, 20%",2000
R_amplitude↑10% + Km_production↓30%,2,0,1800,0.0,"R_amplitude, Km_production","10%, 30%",2000
R_amplitude↑10% + Km_trust_economy↓10%,2,0,1380,0.0,"R_amplitude, Km_trust_economy","10%, 10%",2000
R_amplitude↑10% + Km_trust_economy↓20%,2,0,1560,0.0,"R_amplitude, Km_trust_economy","10%, 20%",2000
R_amplitude↑10% + Km_trust_economy↓30%,2,0,1740,0.0,"R_amplitude, Km_trust_economy","10%, 30%",2000
Vmax_trust↑10% + k_recovery↑10%,2,0,1900,0.0,"Vmax_trust, k_recovery","10%, 10%",2000
Vmax_trust↑10% + k_violence_weak↓10%,2,0,1700,0.0,"Vmax_trust, k_violence_weak","10%, 10%",2000
Vmax_trust↑10% + k_violence_detached_weak↓10%,2,0,1750,0.0,"Vmax_trust, k_violence_detached_weak","10%, 10%",2000
Vmax_trust↑10% + k_violence_detached↓10%,2,0,1800,0.0,"Vmax_trust, k_violence_detached","10%, 10%",2000
Vmax_trust↑10% + k_detachment_base↓10%,2,0,1650,0.0,"Vmax_trust, k_detachment_base","10%, 10%",2000
Vmax_trust↑10% + k_trust_destruction↓10%,2,0,1500,0.0,"Vmax_trust, k_trust_destruction","10%, 10%",2000
Vmax_trust↑10% + k_trust_destruction↓20%,2,0,2000,0.0,"Vmax_trust, k_trust_destruction","10%, 20%",2000
Vmax_trust↑10% + k_trust_decay↓10%,2,0,1450,0.0,"Vmax_trust, k_trust_decay","10%, 10%",2000
Vmax_trust↑10% + k_trust_decay↓20%,2,0,1900,0.0,"Vmax_trust, k_trust_decay","10%, 20%",2000
Vmax_production↑10% + T_threshold_detached_weak↓10%,2,0,1880,0.0,"Vmax_production, T_threshold_detached_weak","10%, 10%",2000
Vmax_trust↑10% + k_violence_decay↑10%,2,0,1400,0.0,"Vmax_trust, k_violence_decay","10%, 10%",2000
Vmax_trust↑10% + k_violence_decay↑20%,2,0,1800,0.0,"Vmax_trust, k_violence_decay","10%, 20%",2000
Vmax_trust↑10% + E_threshold↓10%,2,0,1350,0.0,"Vmax_trust, E_threshold","10%, 10%",2000
Vmax_trust↑10% + E_threshold↓20%,2,0,1700,0.0,"Vmax_trust, E_threshold","10%, 20%",2000
Vmax_trust↑10% + T_threshold_weak_strong↓10%,2,0,1300,0.0,"Vmax_trust, T_threshold_weak_strong","10%, 10%",2000
Vmax_trust↑10% + T_threshold_weak_strong↓20%,2,0,1600,0.0,"Vmax_trust, T_threshold_weak_strong","10%, 20%",2000
Vmax_trust↑10% + T_threshold_weak_strong↓30%,2,0,1900,0.0,"Vmax_trust, T_threshold_weak_strong","10%, 30%",2000
R_amplitude↑10% + k_violence_detached↓10%,2,0,2000,0.0,"R_amplitude, k_violence_detached","10%, 10%",2000
Vmax_trust↑10% + T_threshold_detached_weak↓20%,2,0,1760,0.0,"Vmax_trust, T_threshold_detached_weak","10%, 20%",2000
Vmax_trust↑10% + detachment_threshold↑10%,2,0,1320,0.0,"Vmax_trust, detachment_threshold","10%, 10%",2000
Vmax_trust↑10% + detachment_threshold↑20%,2,0,1640,0.0,"Vmax_trust, detachment_threshold","10%, 20%",2000
Vmax_trust↑10% + detachment_threshold↑30%,2,0,1960,0.0,"Vmax_trust, detachment_threshold","10%, 30%",2000
Vmax_trust↑10% + k_resource_depletion↓10%,2,0,1250,0.0,"Vmax_trust, k_resource_depletion","10%, 10%",2000
Vmax_trust↑10% + k_resource_depletion↓20%,2,0,1500,0.0,"Vmax_trust, k_resource_depletion","10%, 20%",2000
Vmax_trust↑10% + k_resource_depletion↓30%,2,0,1750,0.0,"Vmax_trust, k_resource_depletion","10%, 30%",2000
Vmax_trust↑10% + k_economic_decay↓10%,2,0,1220,0.0,"Vmax_trust, k_economic_decay","10%, 10%",2000
Vmax_trust↑10% + k_economic_decay↓20%,2,0,1440,0.0,"Vmax_trust, k_economic_decay","10%, 20%",2000
Vmax_trust↑10% + k_economic_decay↓30%,2,0,1660,0.0,"Vmax_trust, k_economic_decay","10%, 30%",2000
